"State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Date Local,Time Local,Date GMT,Time GMT,Sample Measurement,Units of Measure,MDL,Uncertainty,Qualifier,Method Type,Method Code,Method Name,State Name,County Name,Date of Last Change"
"240938,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-05,07:00,1980-01-05,15:00,0.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240939,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-05,08:00,1980-01-05,16:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240940,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-05,09:00,1980-01-05,17:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240941,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-05,10:00,1980-01-05,18:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240942,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-05,11:00,1980-01-05,19:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240943,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-05,12:00,1980-01-05,20:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240944,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-05,13:00,1980-01-05,21:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240945,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-05,14:00,1980-01-05,22:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240946,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-05,15:00,1980-01-05,23:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240947,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-05,16:00,1980-01-06,00:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240948,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-05,17:00,1980-01-06,01:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240949,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-05,18:00,1980-01-06,02:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240950,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-05,19:00,1980-01-06,03:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240951,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-05,20:00,1980-01-06,04:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240952,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-05,21:00,1980-01-06,05:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240953,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-05,22:00,1980-01-06,06:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240954,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-05,23:00,1980-01-06,07:00,0.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240955,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-06,00:00,1980-01-06,08:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240956,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-06,01:00,1980-01-06,09:00,0.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240957,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-06,02:00,1980-01-06,10:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240958,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-06,03:00,1980-01-06,11:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240959,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-06,04:00,1980-01-06,12:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240960,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-06,05:00,1980-01-06,13:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240961,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-06,06:00,1980-01-06,14:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240962,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-06,07:00,1980-01-06,15:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240963,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-06,08:00,1980-01-06,16:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240964,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-06,09:00,1980-01-06,17:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240965,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-06,10:00,1980-01-06,18:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240966,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-06,11:00,1980-01-06,19:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240967,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-06,12:00,1980-01-06,20:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240968,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-06,13:00,1980-01-06,21:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240969,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-06,14:00,1980-01-06,22:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240970,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-06,15:00,1980-01-06,23:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240971,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-06,16:00,1980-01-07,00:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240972,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-06,17:00,1980-01-07,01:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240973,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-06,18:00,1980-01-07,02:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240974,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-06,19:00,1980-01-07,03:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240975,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-06,20:00,1980-01-07,04:00,0.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240976,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-06,21:00,1980-01-07,05:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240977,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-06,22:00,1980-01-07,06:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240978,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-06,23:00,1980-01-07,07:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240979,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-07,00:00,1980-01-07,08:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240980,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-07,01:00,1980-01-07,09:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240981,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-07,02:00,1980-01-07,10:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240982,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-07,03:00,1980-01-07,11:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240983,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-07,04:00,1980-01-07,12:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240984,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-07,05:00,1980-01-07,13:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240985,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-07,06:00,1980-01-07,14:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240986,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-07,07:00,1980-01-07,15:00,2.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240987,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-07,08:00,1980-01-07,16:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240988,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-07,09:00,1980-01-07,17:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240989,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-07,10:00,1980-01-07,18:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240990,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-07,11:00,1980-01-07,19:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240991,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-07,12:00,1980-01-07,20:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240992,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-07,13:00,1980-01-07,21:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240993,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-07,14:00,1980-01-07,22:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240994,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-07,15:00,1980-01-07,23:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240995,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-07,16:00,1980-01-08,00:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240996,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-07,17:00,1980-01-08,01:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240997,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-07,18:00,1980-01-08,02:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240998,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-07,19:00,1980-01-08,03:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"240999,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-07,20:00,1980-01-08,04:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241000,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-07,21:00,1980-01-08,05:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241001,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-07,22:00,1980-01-08,06:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241002,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-07,23:00,1980-01-08,07:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241003,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-08,00:00,1980-01-08,08:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241004,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-08,01:00,1980-01-08,09:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241005,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-08,02:00,1980-01-08,10:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241006,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-08,03:00,1980-01-08,11:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241007,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-08,04:00,1980-01-08,12:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241008,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-08,05:00,1980-01-08,13:00,0.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241009,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-08,06:00,1980-01-08,14:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241010,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-08,07:00,1980-01-08,15:00,2.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241011,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-08,08:00,1980-01-08,16:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241012,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-08,09:00,1980-01-08,17:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241013,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-08,10:00,1980-01-08,18:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241014,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-08,11:00,1980-01-08,19:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241015,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-08,12:00,1980-01-08,20:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241016,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-08,13:00,1980-01-08,21:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241017,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-08,14:00,1980-01-08,22:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241018,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-08,15:00,1980-01-08,23:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241019,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-08,16:00,1980-01-09,00:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241020,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-08,17:00,1980-01-09,01:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241021,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-08,18:00,1980-01-09,02:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241022,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-08,19:00,1980-01-09,03:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241023,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-08,20:00,1980-01-09,04:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241024,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-08,21:00,1980-01-09,05:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241025,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-08,22:00,1980-01-09,06:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241026,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-08,23:00,1980-01-09,07:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241027,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-09,00:00,1980-01-09,08:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241028,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-09,01:00,1980-01-09,09:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241029,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-09,02:00,1980-01-09,10:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241030,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-09,03:00,1980-01-09,11:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241031,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-09,04:00,1980-01-09,12:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241032,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-09,05:00,1980-01-09,13:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241033,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-09,06:00,1980-01-09,14:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241034,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-09,07:00,1980-01-09,15:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241035,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-09,08:00,1980-01-09,16:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241036,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-09,09:00,1980-01-09,17:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241037,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-09,10:00,1980-01-09,18:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241038,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-09,11:00,1980-01-09,19:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241039,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-09,12:00,1980-01-09,20:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241040,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-09,13:00,1980-01-09,21:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241041,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-09,14:00,1980-01-09,22:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241042,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-09,15:00,1980-01-09,23:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241043,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-09,16:00,1980-01-10,00:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241044,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-09,17:00,1980-01-10,01:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241045,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-09,18:00,1980-01-10,02:00,0.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241046,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-09,19:00,1980-01-10,03:00,0.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241047,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-09,20:00,1980-01-10,04:00,0.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241048,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-09,21:00,1980-01-10,05:00,0.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241049,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-09,22:00,1980-01-10,06:00,0.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
